,R1,R2,R3,R4,R5
V28584,2,9,21,25,26
V28585,2,9,21,25,27
V28586,2,9,21,25,28
V28587,2,9,21,26,27
V28588,2,9,21,26,28
V28589,2,9,21,27,28
V28590,2,9,22,23,24
V28591,2,9,22,23,25
V28592,2,9,22,23,26
V28593,2,9,22,23,27
V28594,2,9,22,23,28
V28595,2,9,22,24,25
V28596,2,9,22,24,26
V28597,2,9,22,24,27
V28598,2,9,22,24,28
V28599,2,9,22,25,26
V28600,2,9,22,25,27
V28601,2,9,22,25,28
V28602,2,9,22,26,27
V28603,2,9,22,26,28
V28604,2,9,22,27,28
V28605,2,9,23,24,25
V28606,2,9,23,24,26
V28607,2,9,23,24,27
V28608,2,9,23,24,28
V28609,2,9,23,25,26
V28610,2,9,23,25,27
V28611,2,9,23,25,28
V28612,2,9,23,26,27
V28613,2,9,23,26,28
V28614,2,9,23,27,28
V28615,2,9,24,25,26
V28616,2,9,24,25,27
V28617,2,9,24,25,28
V28618,2,9,24,26,27
V28619,2,9,24,26,28
V28620,2,9,24,27,28
V28621,2,9,25,26,27
V28622,2,9,25,26,28
V28623,2,9,25,27,28
V28624,2,9,26,27,28
V28625,2,10,11,12,13
V28626,2,10,11,12,14
V28627,2,10,11,12,15
V28628,2,10,11,12,16
V28629,2,10,11,12,17
V28630,2,10,11,12,18
V28631,2,10,11,12,19
V28632,2,10,11,12,20
V28633,2,10,11,12,21
V28634,2,10,11,12,22
V28635,2,10,11,12,23
V28636,2,10,11,12,24
V28637,2,10,11,12,25
V28638,2,10,11,12,26
V28639,2,10,11,12,27
V28640,2,10,11,12,28
V28641,2,10,11,13,14
V28642,2,10,11,13,15
V28643,2,10,11,13,16
V28644,2,10,11,13,17
V28645,2,10,11,13,18
V28646,2,10,11,13,19
V28647,2,10,11,13,20
V28648,2,10,11,13,21
V28649,2,10,11,13,22
V28650,2,10,11,13,23
V28651,2,10,11,13,24
V28652,2,10,11,13,25
V28653,2,10,11,13,26
V28654,2,10,11,13,27
V28655,2,10,11,13,28
V28656,2,10,11,14,15
V28657,2,10,11,14,16
V28658,2,10,11,14,17
V28659,2,10,11,14,18
V28660,2,10,11,14,19
V28661,2,10,11,14,20
V28662,2,10,11,14,21
V28663,2,10,11,14,22
V28664,2,10,11,14,23
V28665,2,10,11,14,24
V28666,2,10,11,14,25
V28667,2,10,11,14,26
V28668,2,10,11,14,27
V28669,2,10,11,14,28
V28670,2,10,11,15,16
V28671,2,10,11,15,17
V28672,2,10,11,15,18
V28673,2,10,11,15,19
V28674,2,10,11,15,20
V28675,2,10,11,15,21
V28676,2,10,11,15,22
V28677,2,10,11,15,23
V28678,2,10,11,15,24
V28679,2,10,11,15,25
V28680,2,10,11,15,26
V28681,2,10,11,15,27
V28682,2,10,11,15,28
V28683,2,10,11,16,17
V28684,2,10,11,16,18
V28685,2,10,11,16,19
V28686,2,10,11,16,20
V28687,2,10,11,16,21
V28688,2,10,11,16,22
V28689,2,10,11,16,23
V28690,2,10,11,16,24
V28691,2,10,11,16,25
V28692,2,10,11,16,26
V28693,2,10,11,16,27
V28694,2,10,11,16,28
V28695,2,10,11,17,18
V28696,2,10,11,17,19
V28697,2,10,11,17,20
V28698,2,10,11,17,21
V28699,2,10,11,17,22
V28700,2,10,11,17,23
V28701,2,10,11,17,24
V28702,2,10,11,17,25
V28703,2,10,11,17,26
V28704,2,10,11,17,27
V28705,2,10,11,17,28
V28706,2,10,11,18,19
V28707,2,10,11,18,20
V28708,2,10,11,18,21
V28709,2,10,11,18,22
V28710,2,10,11,18,23
V28711,2,10,11,18,24
V28712,2,10,11,18,25
V28713,2,10,11,18,26
V28714,2,10,11,18,27
V28715,2,10,11,18,28
V28716,2,10,11,19,20
V28717,2,10,11,19,21
V28718,2,10,11,19,22
V28719,2,10,11,19,23
V28720,2,10,11,19,24
V28721,2,10,11,19,25
V28722,2,10,11,19,26
V28723,2,10,11,19,27
V28724,2,10,11,19,28
V28725,2,10,11,20,21
V28726,2,10,11,20,22
V28727,2,10,11,20,23
V28728,2,10,11,20,24
V28729,2,10,11,20,25
V28730,2,10,11,20,26
V28731,2,10,11,20,27
V28732,2,10,11,20,28
V28733,2,10,11,21,22
V28734,2,10,11,21,23
V28735,2,10,11,21,24
V28736,2,10,11,21,25
V28737,2,10,11,21,26
V28738,2,10,11,21,27
V28739,2,10,11,21,28
V28740,2,10,11,22,23
V28741,2,10,11,22,24
V28742,2,10,11,22,25
V28743,2,10,11,22,26
V28744,2,10,11,22,27
V28745,2,10,11,22,28
V28746,2,10,11,23,24
V28747,2,10,11,23,25
V28748,2,10,11,23,26
V28749,2,10,11,23,27
V28750,2,10,11,23,28
V28751,2,10,11,24,25
V28752,2,10,11,24,26
V28753,2,10,11,24,27
V28754,2,10,11,24,28
V28755,2,10,11,25,26
V28756,2,10,11,25,27
V28757,2,10,11,25,28
V28758,2,10,11,26,27
V28759,2,10,11,26,28
V28760,2,10,11,27,28
V28761,2,10,12,13,14
V28762,2,10,12,13,15
V28763,2,10,12,13,16
V28764,2,10,12,13,17
V28765,2,10,12,13,18
V28766,2,10,12,13,19
V28767,2,10,12,13,20
V28768,2,10,12,13,21
V28769,2,10,12,13,22
V28770,2,10,12,13,23
V28771,2,10,12,13,24
V28772,2,10,12,13,25
V28773,2,10,12,13,26
V28774,2,10,12,13,27
V28775,2,10,12,13,28
V28776,2,10,12,14,15
V28777,2,10,12,14,16
V28778,2,10,12,14,17
V28779,2,10,12,14,18
V28780,2,10,12,14,19
V28781,2,10,12,14,20
V28782,2,10,12,14,21
V28783,2,10,12,14,22
V28784,2,10,12,14,23
V28785,2,10,12,14,24
V28786,2,10,12,14,25
V28787,2,10,12,14,26
V28788,2,10,12,14,27
V28789,2,10,12,14,28
V28790,2,10,12,15,16
V28791,2,10,12,15,17
V28792,2,10,12,15,18
V28793,2,10,12,15,19
V28794,2,10,12,15,20
V28795,2,10,12,15,21
V28796,2,10,12,15,22
V28797,2,10,12,15,23
V28798,2,10,12,15,24
V28799,2,10,12,15,25
V28800,2,10,12,15,26
V28801,2,10,12,15,27
V28802,2,10,12,15,28
V28803,2,10,12,16,17
V28804,2,10,12,16,18
V28805,2,10,12,16,19
V28806,2,10,12,16,20
V28807,2,10,12,16,21
V28808,2,10,12,16,22
V28809,2,10,12,16,23
V28810,2,10,12,16,24
V28811,2,10,12,16,25
V28812,2,10,12,16,26
V28813,2,10,12,16,27
V28814,2,10,12,16,28
V28815,2,10,12,17,18
V28816,2,10,12,17,19
V28817,2,10,12,17,20
V28818,2,10,12,17,21
V28819,2,10,12,17,22
V28820,2,10,12,17,23
V28821,2,10,12,17,24
V28822,2,10,12,17,25
V28823,2,10,12,17,26
V28824,2,10,12,17,27
V28825,2,10,12,17,28
V28826,2,10,12,18,19
V28827,2,10,12,18,20
V28828,2,10,12,18,21
V28829,2,10,12,18,22
V28830,2,10,12,18,23
V28831,2,10,12,18,24
V28832,2,10,12,18,25
V28833,2,10,12,18,26
V28834,2,10,12,18,27
V28835,2,10,12,18,28
V28836,2,10,12,19,20
V28837,2,10,12,19,21
V28838,2,10,12,19,22
V28839,2,10,12,19,23
V28840,2,10,12,19,24
V28841,2,10,12,19,25
V28842,2,10,12,19,26
V28843,2,10,12,19,27
V28844,2,10,12,19,28
V28845,2,10,12,20,21
V28846,2,10,12,20,22
V28847,2,10,12,20,23
V28848,2,10,12,20,24
V28849,2,10,12,20,25
V28850,2,10,12,20,26
V28851,2,10,12,20,27
V28852,2,10,12,20,28
V28853,2,10,12,21,22
V28854,2,10,12,21,23
V28855,2,10,12,21,24
V28856,2,10,12,21,25
V28857,2,10,12,21,26
V28858,2,10,12,21,27
V28859,2,10,12,21,28
V28860,2,10,12,22,23
V28861,2,10,12,22,24
V28862,2,10,12,22,25
V28863,2,10,12,22,26
V28864,2,10,12,22,27
V28865,2,10,12,22,28
V28866,2,10,12,23,24
V28867,2,10,12,23,25
V28868,2,10,12,23,26
V28869,2,10,12,23,27
V28870,2,10,12,23,28
V28871,2,10,12,24,25
V28872,2,10,12,24,26
V28873,2,10,12,24,27
V28874,2,10,12,24,28
V28875,2,10,12,25,26
V28876,2,10,12,25,27
V28877,2,10,12,25,28
V28878,2,10,12,26,27
V28879,2,10,12,26,28
V28880,2,10,12,27,28
V28881,2,10,13,14,15
V28882,2,10,13,14,16
V28883,2,10,13,14,17
V28884,2,10,13,14,18
V28885,2,10,13,14,19
V28886,2,10,13,14,20
V28887,2,10,13,14,21
V28888,2,10,13,14,22
V28889,2,10,13,14,23
V28890,2,10,13,14,24
V28891,2,10,13,14,25
V28892,2,10,13,14,26
V28893,2,10,13,14,27
V28894,2,10,13,14,28
V28895,2,10,13,15,16
V28896,2,10,13,15,17
V28897,2,10,13,15,18
V28898,2,10,13,15,19
V28899,2,10,13,15,20
V28900,2,10,13,15,21
V28901,2,10,13,15,22
V28902,2,10,13,15,23
V28903,2,10,13,15,24
V28904,2,10,13,15,25
V28905,2,10,13,15,26
V28906,2,10,13,15,27
V28907,2,10,13,15,28
V28908,2,10,13,16,17
V28909,2,10,13,16,18
V28910,2,10,13,16,19
V28911,2,10,13,16,20
V28912,2,10,13,16,21
V28913,2,10,13,16,22
V28914,2,10,13,16,23
V28915,2,10,13,16,24
V28916,2,10,13,16,25
V28917,2,10,13,16,26
V28918,2,10,13,16,27
V28919,2,10,13,16,28
V28920,2,10,13,17,18
V28921,2,10,13,17,19
V28922,2,10,13,17,20
V28923,2,10,13,17,21
V28924,2,10,13,17,22
V28925,2,10,13,17,23
V28926,2,10,13,17,24
V28927,2,10,13,17,25
V28928,2,10,13,17,26
V28929,2,10,13,17,27
V28930,2,10,13,17,28
V28931,2,10,13,18,19
V28932,2,10,13,18,20
V28933,2,10,13,18,21
V28934,2,10,13,18,22
V28935,2,10,13,18,23
V28936,2,10,13,18,24
V28937,2,10,13,18,25
V28938,2,10,13,18,26
V28939,2,10,13,18,27
V28940,2,10,13,18,28
V28941,2,10,13,19,20
V28942,2,10,13,19,21
V28943,2,10,13,19,22
V28944,2,10,13,19,23
V28945,2,10,13,19,24
V28946,2,10,13,19,25
V28947,2,10,13,19,26
V28948,2,10,13,19,27
V28949,2,10,13,19,28
V28950,2,10,13,20,21
V28951,2,10,13,20,22
V28952,2,10,13,20,23
V28953,2,10,13,20,24
V28954,2,10,13,20,25
V28955,2,10,13,20,26
V28956,2,10,13,20,27
V28957,2,10,13,20,28
V28958,2,10,13,21,22
V28959,2,10,13,21,23
V28960,2,10,13,21,24
V28961,2,10,13,21,25
V28962,2,10,13,21,26
V28963,2,10,13,21,27
V28964,2,10,13,21,28
V28965,2,10,13,22,23
V28966,2,10,13,22,24
V28967,2,10,13,22,25
V28968,2,10,13,22,26
V28969,2,10,13,22,27
V28970,2,10,13,22,28
V28971,2,10,13,23,24
V28972,2,10,13,23,25
V28973,2,10,13,23,26
V28974,2,10,13,23,27
V28975,2,10,13,23,28
V28976,2,10,13,24,25
V28977,2,10,13,24,26
V28978,2,10,13,24,27
V28979,2,10,13,24,28
V28980,2,10,13,25,26
V28981,2,10,13,25,27
V28982,2,10,13,25,28
V28983,2,10,13,26,27
V28984,2,10,13,26,28
V28985,2,10,13,27,28
V28986,2,10,14,15,16
V28987,2,10,14,15,17
V28988,2,10,14,15,18
V28989,2,10,14,15,19
V28990,2,10,14,15,20
V28991,2,10,14,15,21
V28992,2,10,14,15,22
V28993,2,10,14,15,23
V28994,2,10,14,15,24
V28995,2,10,14,15,25
V28996,2,10,14,15,26
V28997,2,10,14,15,27
V28998,2,10,14,15,28
V28999,2,10,14,16,17
V29000,2,10,14,16,18
V29001,2,10,14,16,19
V29002,2,10,14,16,20
V29003,2,10,14,16,21
V29004,2,10,14,16,22
V29005,2,10,14,16,23
V29006,2,10,14,16,24
V29007,2,10,14,16,25
V29008,2,10,14,16,26
V29009,2,10,14,16,27
V29010,2,10,14,16,28
V29011,2,10,14,17,18
V29012,2,10,14,17,19
V29013,2,10,14,17,20
V29014,2,10,14,17,21
V29015,2,10,14,17,22
V29016,2,10,14,17,23
V29017,2,10,14,17,24
V29018,2,10,14,17,25
V29019,2,10,14,17,26
V29020,2,10,14,17,27
V29021,2,10,14,17,28
V29022,2,10,14,18,19
V29023,2,10,14,18,20
V29024,2,10,14,18,21
V29025,2,10,14,18,22
V29026,2,10,14,18,23
V29027,2,10,14,18,24
V29028,2,10,14,18,25
V29029,2,10,14,18,26
V29030,2,10,14,18,27
V29031,2,10,14,18,28
V29032,2,10,14,19,20
V29033,2,10,14,19,21
V29034,2,10,14,19,22
V29035,2,10,14,19,23
V29036,2,10,14,19,24
V29037,2,10,14,19,25
V29038,2,10,14,19,26
V29039,2,10,14,19,27
V29040,2,10,14,19,28
V29041,2,10,14,20,21
V29042,2,10,14,20,22
V29043,2,10,14,20,23
V29044,2,10,14,20,24
V29045,2,10,14,20,25
V29046,2,10,14,20,26
V29047,2,10,14,20,27
V29048,2,10,14,20,28
V29049,2,10,14,21,22
V29050,2,10,14,21,23
V29051,2,10,14,21,24
V29052,2,10,14,21,25
V29053,2,10,14,21,26
V29054,2,10,14,21,27
V29055,2,10,14,21,28
V29056,2,10,14,22,23
V29057,2,10,14,22,24
V29058,2,10,14,22,25
V29059,2,10,14,22,26
V29060,2,10,14,22,27
V29061,2,10,14,22,28
V29062,2,10,14,23,24
V29063,2,10,14,23,25
V29064,2,10,14,23,26
V29065,2,10,14,23,27
V29066,2,10,14,23,28
V29067,2,10,14,24,25
V29068,2,10,14,24,26
V29069,2,10,14,24,27
V29070,2,10,14,24,28
V29071,2,10,14,25,26
V29072,2,10,14,25,27
V29073,2,10,14,25,28
V29074,2,10,14,26,27
V29075,2,10,14,26,28
V29076,2,10,14,27,28
V29077,2,10,15,16,17
V29078,2,10,15,16,18
V29079,2,10,15,16,19
V29080,2,10,15,16,20
V29081,2,10,15,16,21
V29082,2,10,15,16,22
V29083,2,10,15,16,23
V29084,2,10,15,16,24
V29085,2,10,15,16,25
V29086,2,10,15,16,26
V29087,2,10,15,16,27
V29088,2,10,15,16,28
V29089,2,10,15,17,18
V29090,2,10,15,17,19
V29091,2,10,15,17,20
V29092,2,10,15,17,21
V29093,2,10,15,17,22
V29094,2,10,15,17,23
V29095,2,10,15,17,24
V29096,2,10,15,17,25
V29097,2,10,15,17,26
V29098,2,10,15,17,27
V29099,2,10,15,17,28
V29100,2,10,15,18,19
V29101,2,10,15,18,20
V29102,2,10,15,18,21
V29103,2,10,15,18,22
V29104,2,10,15,18,23
V29105,2,10,15,18,24
V29106,2,10,15,18,25
V29107,2,10,15,18,26
V29108,2,10,15,18,27
V29109,2,10,15,18,28
V29110,2,10,15,19,20
V29111,2,10,15,19,21
V29112,2,10,15,19,22
V29113,2,10,15,19,23
V29114,2,10,15,19,24
V29115,2,10,15,19,25
V29116,2,10,15,19,26
V29117,2,10,15,19,27
V29118,2,10,15,19,28
V29119,2,10,15,20,21
V29120,2,10,15,20,22
V29121,2,10,15,20,23
V29122,2,10,15,20,24
V29123,2,10,15,20,25
V29124,2,10,15,20,26
V29125,2,10,15,20,27
V29126,2,10,15,20,28
V29127,2,10,15,21,22
V29128,2,10,15,21,23
V29129,2,10,15,21,24
V29130,2,10,15,21,25
V29131,2,10,15,21,26
V29132,2,10,15,21,27
V29133,2,10,15,21,28
V29134,2,10,15,22,23
V29135,2,10,15,22,24
V29136,2,10,15,22,25
V29137,2,10,15,22,26
V29138,2,10,15,22,27
V29139,2,10,15,22,28
V29140,2,10,15,23,24
V29141,2,10,15,23,25
V29142,2,10,15,23,26
V29143,2,10,15,23,27
V29144,2,10,15,23,28
V29145,2,10,15,24,25
V29146,2,10,15,24,26
V29147,2,10,15,24,27
V29148,2,10,15,24,28
V29149,2,10,15,25,26
V29150,2,10,15,25,27
V29151,2,10,15,25,28
V29152,2,10,15,26,27
V29153,2,10,15,26,28
V29154,2,10,15,27,28
V29155,2,10,16,17,18
V29156,2,10,16,17,19
V29157,2,10,16,17,20
V29158,2,10,16,17,21
V29159,2,10,16,17,22
V29160,2,10,16,17,23
V29161,2,10,16,17,24
V29162,2,10,16,17,25
V29163,2,10,16,17,26
V29164,2,10,16,17,27
V29165,2,10,16,17,28
V29166,2,10,16,18,19
V29167,2,10,16,18,20
V29168,2,10,16,18,21
V29169,2,10,16,18,22
V29170,2,10,16,18,23
V29171,2,10,16,18,24
V29172,2,10,16,18,25
V29173,2,10,16,18,26
V29174,2,10,16,18,27
V29175,2,10,16,18,28
V29176,2,10,16,19,20
V29177,2,10,16,19,21
V29178,2,10,16,19,22
V29179,2,10,16,19,23
V29180,2,10,16,19,24
V29181,2,10,16,19,25
V29182,2,10,16,19,26
V29183,2,10,16,19,27
V29184,2,10,16,19,28
V29185,2,10,16,20,21
V29186,2,10,16,20,22
V29187,2,10,16,20,23
V29188,2,10,16,20,24
V29189,2,10,16,20,25
V29190,2,10,16,20,26
V29191,2,10,16,20,27
V29192,2,10,16,20,28
V29193,2,10,16,21,22
V29194,2,10,16,21,23
V29195,2,10,16,21,24
V29196,2,10,16,21,25
V29197,2,10,16,21,26
V29198,2,10,16,21,27
V29199,2,10,16,21,28
V29200,2,10,16,22,23
V29201,2,10,16,22,24
V29202,2,10,16,22,25
V29203,2,10,16,22,26
V29204,2,10,16,22,27
V29205,2,10,16,22,28
V29206,2,10,16,23,24
V29207,2,10,16,23,25
V29208,2,10,16,23,26
V29209,2,10,16,23,27
V29210,2,10,16,23,28
V29211,2,10,16,24,25
V29212,2,10,16,24,26
V29213,2,10,16,24,27
V29214,2,10,16,24,28
V29215,2,10,16,25,26
V29216,2,10,16,25,27
V29217,2,10,16,25,28
V29218,2,10,16,26,27
V29219,2,10,16,26,28
V29220,2,10,16,27,28
V29221,2,10,17,18,19
V29222,2,10,17,18,20
V29223,2,10,17,18,21
V29224,2,10,17,18,22
V29225,2,10,17,18,23
V29226,2,10,17,18,24
V29227,2,10,17,18,25
V29228,2,10,17,18,26
V29229,2,10,17,18,27
V29230,2,10,17,18,28
V29231,2,10,17,19,20
V29232,2,10,17,19,21
V29233,2,10,17,19,22
V29234,2,10,17,19,23
V29235,2,10,17,19,24
V29236,2,10,17,19,25
V29237,2,10,17,19,26
V29238,2,10,17,19,27
V29239,2,10,17,19,28
V29240,2,10,17,20,21
V29241,2,10,17,20,22
V29242,2,10,17,20,23
V29243,2,10,17,20,24
V29244,2,10,17,20,25
V29245,2,10,17,20,26
V29246,2,10,17,20,27
V29247,2,10,17,20,28
V29248,2,10,17,21,22
V29249,2,10,17,21,23
V29250,2,10,17,21,24
V29251,2,10,17,21,25
V29252,2,10,17,21,26
V29253,2,10,17,21,27
V29254,2,10,17,21,28
V29255,2,10,17,22,23
V29256,2,10,17,22,24
V29257,2,10,17,22,25
V29258,2,10,17,22,26
V29259,2,10,17,22,27
V29260,2,10,17,22,28
V29261,2,10,17,23,24
V29262,2,10,17,23,25
V29263,2,10,17,23,26
V29264,2,10,17,23,27
V29265,2,10,17,23,28
V29266,2,10,17,24,25
V29267,2,10,17,24,26
V29268,2,10,17,24,27
V29269,2,10,17,24,28
V29270,2,10,17,25,26
V29271,2,10,17,25,27
V29272,2,10,17,25,28
V29273,2,10,17,26,27
V29274,2,10,17,26,28
V29275,2,10,17,27,28
V29276,2,10,18,19,20
V29277,2,10,18,19,21
V29278,2,10,18,19,22
V29279,2,10,18,19,23
V29280,2,10,18,19,24
V29281,2,10,18,19,25
V29282,2,10,18,19,26
V29283,2,10,18,19,27
V29284,2,10,18,19,28
V29285,2,10,18,20,21
V29286,2,10,18,20,22
V29287,2,10,18,20,23
V29288,2,10,18,20,24
V29289,2,10,18,20,25
V29290,2,10,18,20,26
V29291,2,10,18,20,27
V29292,2,10,18,20,28
V29293,2,10,18,21,22
V29294,2,10,18,21,23
V29295,2,10,18,21,24
V29296,2,10,18,21,25
V29297,2,10,18,21,26
V29298,2,10,18,21,27
V29299,2,10,18,21,28
V29300,2,10,18,22,23
V29301,2,10,18,22,24
V29302,2,10,18,22,25
V29303,2,10,18,22,26
V29304,2,10,18,22,27
V29305,2,10,18,22,28
V29306,2,10,18,23,24
V29307,2,10,18,23,25
V29308,2,10,18,23,26
V29309,2,10,18,23,27
V29310,2,10,18,23,28
V29311,2,10,18,24,25
V29312,2,10,18,24,26
V29313,2,10,18,24,27
V29314,2,10,18,24,28
V29315,2,10,18,25,26
V29316,2,10,18,25,27
V29317,2,10,18,25,28
V29318,2,10,18,26,27
V29319,2,10,18,26,28
V29320,2,10,18,27,28
V29321,2,10,19,20,21
V29322,2,10,19,20,22
V29323,2,10,19,20,23
V29324,2,10,19,20,24
V29325,2,10,19,20,25
V29326,2,10,19,20,26
V29327,2,10,19,20,27
V29328,2,10,19,20,28
V29329,2,10,19,21,22
V29330,2,10,19,21,23
V29331,2,10,19,21,24
V29332,2,10,19,21,25
V29333,2,10,19,21,26
V29334,2,10,19,21,27
V29335,2,10,19,21,28
V29336,2,10,19,22,23
V29337,2,10,19,22,24
V29338,2,10,19,22,25
V29339,2,10,19,22,26
V29340,2,10,19,22,27
V29341,2,10,19,22,28
V29342,2,10,19,23,24
V29343,2,10,19,23,25
V29344,2,10,19,23,26
V29345,2,10,19,23,27
V29346,2,10,19,23,28
V29347,2,10,19,24,25
V29348,2,10,19,24,26
V29349,2,10,19,24,27
V29350,2,10,19,24,28
V29351,2,10,19,25,26
V29352,2,10,19,25,27
V29353,2,10,19,25,28
V29354,2,10,19,26,27
V29355,2,10,19,26,28
V29356,2,10,19,27,28
V29357,2,10,20,21,22
V29358,2,10,20,21,23
V29359,2,10,20,21,24
V29360,2,10,20,21,25
V29361,2,10,20,21,26
V29362,2,10,20,21,27
V29363,2,10,20,21,28
V29364,2,10,20,22,23
V29365,2,10,20,22,24
V29366,2,10,20,22,25
V29367,2,10,20,22,26
V29368,2,10,20,22,27
V29369,2,10,20,22,28
V29370,2,10,20,23,24
V29371,2,10,20,23,25
V29372,2,10,20,23,26
V29373,2,10,20,23,27
V29374,2,10,20,23,28
V29375,2,10,20,24,25
V29376,2,10,20,24,26
V29377,2,10,20,24,27
V29378,2,10,20,24,28
V29379,2,10,20,25,26
V29380,2,10,20,25,27
V29381,2,10,20,25,28
V29382,2,10,20,26,27
V29383,2,10,20,26,28
V29384,2,10,20,27,28
V29385,2,10,21,22,23
V29386,2,10,21,22,24
V29387,2,10,21,22,25
V29388,2,10,21,22,26
V29389,2,10,21,22,27
V29390,2,10,21,22,28
V29391,2,10,21,23,24
V29392,2,10,21,23,25
V29393,2,10,21,23,26
V29394,2,10,21,23,27
V29395,2,10,21,23,28
V29396,2,10,21,24,25
V29397,2,10,21,24,26
V29398,2,10,21,24,27
V29399,2,10,21,24,28
V29400,2,10,21,25,26
V29401,2,10,21,25,27
V29402,2,10,21,25,28
V29403,2,10,21,26,27
V29404,2,10,21,26,28
V29405,2,10,21,27,28
V29406,2,10,22,23,24
V29407,2,10,22,23,25
V29408,2,10,22,23,26
V29409,2,10,22,23,27
V29410,2,10,22,23,28
V29411,2,10,22,24,25
V29412,2,10,22,24,26
V29413,2,10,22,24,27
V29414,2,10,22,24,28
V29415,2,10,22,25,26
V29416,2,10,22,25,27
V29417,2,10,22,25,28
V29418,2,10,22,26,27
V29419,2,10,22,26,28
V29420,2,10,22,27,28
V29421,2,10,23,24,25
V29422,2,10,23,24,26
V29423,2,10,23,24,27
V29424,2,10,23,24,28
V29425,2,10,23,25,26
V29426,2,10,23,25,27
V29427,2,10,23,25,28
V29428,2,10,23,26,27
V29429,2,10,23,26,28
V29430,2,10,23,27,28
V29431,2,10,24,25,26
V29432,2,10,24,25,27
V29433,2,10,24,25,28
V29434,2,10,24,26,27
V29435,2,10,24,26,28
V29436,2,10,24,27,28
V29437,2,10,25,26,27
V29438,2,10,25,26,28
V29439,2,10,25,27,28
V29440,2,10,26,27,28
V29441,2,11,12,13,14
V29442,2,11,12,13,15
V29443,2,11,12,13,16
V29444,2,11,12,13,17
V29445,2,11,12,13,18
V29446,2,11,12,13,19
V29447,2,11,12,13,20
V29448,2,11,12,13,21
V29449,2,11,12,13,22
V29450,2,11,12,13,23
V29451,2,11,12,13,24
V29452,2,11,12,13,25
V29453,2,11,12,13,26
V29454,2,11,12,13,27
V29455,2,11,12,13,28
V29456,2,11,12,14,15
V29457,2,11,12,14,16
V29458,2,11,12,14,17
V29459,2,11,12,14,18
V29460,2,11,12,14,19
V29461,2,11,12,14,20
V29462,2,11,12,14,21
V29463,2,11,12,14,22
V29464,2,11,12,14,23
V29465,2,11,12,14,24
V29466,2,11,12,14,25
V29467,2,11,12,14,26
V29468,2,11,12,14,27
V29469,2,11,12,14,28
V29470,2,11,12,15,16
V29471,2,11,12,15,17
V29472,2,11,12,15,18
V29473,2,11,12,15,19
V29474,2,11,12,15,20
V29475,2,11,12,15,21
V29476,2,11,12,15,22
V29477,2,11,12,15,23
V29478,2,11,12,15,24
V29479,2,11,12,15,25
V29480,2,11,12,15,26
V29481,2,11,12,15,27
V29482,2,11,12,15,28
V29483,2,11,12,16,17
V29484,2,11,12,16,18
V29485,2,11,12,16,19
V29486,2,11,12,16,20
V29487,2,11,12,16,21
V29488,2,11,12,16,22
V29489,2,11,12,16,23
V29490,2,11,12,16,24
V29491,2,11,12,16,25
V29492,2,11,12,16,26
V29493,2,11,12,16,27
V29494,2,11,12,16,28
V29495,2,11,12,17,18
V29496,2,11,12,17,19
V29497,2,11,12,17,20
V29498,2,11,12,17,21
V29499,2,11,12,17,22
V29500,2,11,12,17,23
V29501,2,11,12,17,24
V29502,2,11,12,17,25
V29503,2,11,12,17,26
V29504,2,11,12,17,27
V29505,2,11,12,17,28
V29506,2,11,12,18,19
V29507,2,11,12,18,20
V29508,2,11,12,18,21
V29509,2,11,12,18,22
V29510,2,11,12,18,23
V29511,2,11,12,18,24
V29512,2,11,12,18,25
V29513,2,11,12,18,26
V29514,2,11,12,18,27
V29515,2,11,12,18,28
V29516,2,11,12,19,20
V29517,2,11,12,19,21
V29518,2,11,12,19,22
V29519,2,11,12,19,23
V29520,2,11,12,19,24
V29521,2,11,12,19,25
V29522,2,11,12,19,26
V29523,2,11,12,19,27
V29524,2,11,12,19,28
V29525,2,11,12,20,21
V29526,2,11,12,20,22
V29527,2,11,12,20,23
V29528,2,11,12,20,24
V29529,2,11,12,20,25
V29530,2,11,12,20,26
V29531,2,11,12,20,27
V29532,2,11,12,20,28
V29533,2,11,12,21,22
V29534,2,11,12,21,23
V29535,2,11,12,21,24
V29536,2,11,12,21,25
V29537,2,11,12,21,26
V29538,2,11,12,21,27
V29539,2,11,12,21,28
V29540,2,11,12,22,23
V29541,2,11,12,22,24
V29542,2,11,12,22,25
V29543,2,11,12,22,26
V29544,2,11,12,22,27
V29545,2,11,12,22,28
V29546,2,11,12,23,24
V29547,2,11,12,23,25
V29548,2,11,12,23,26
V29549,2,11,12,23,27
V29550,2,11,12,23,28
V29551,2,11,12,24,25
V29552,2,11,12,24,26
V29553,2,11,12,24,27
V29554,2,11,12,24,28
V29555,2,11,12,25,26
V29556,2,11,12,25,27
V29557,2,11,12,25,28
V29558,2,11,12,26,27
V29559,2,11,12,26,28
V29560,2,11,12,27,28
V29561,2,11,13,14,15
V29562,2,11,13,14,16
V29563,2,11,13,14,17
V29564,2,11,13,14,18
V29565,2,11,13,14,19
V29566,2,11,13,14,20
V29567,2,11,13,14,21
V29568,2,11,13,14,22
V29569,2,11,13,14,23
V29570,2,11,13,14,24
V29571,2,11,13,14,25
V29572,2,11,13,14,26
V29573,2,11,13,14,27
V29574,2,11,13,14,28
V29575,2,11,13,15,16
V29576,2,11,13,15,17
V29577,2,11,13,15,18
V29578,2,11,13,15,19
V29579,2,11,13,15,20
V29580,2,11,13,15,21
V29581,2,11,13,15,22
